Precentral_L,Precentral_R,Frontal_Sup_L,Frontal_Sup_R,Frontal_Sup_Orb_L,Frontal_Sup_Orb_R,Frontal_Mid_L,Frontal_Mid_R,Frontal_Mid_Orb_L,Frontal_Mid_Orb_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Frontal_Inf_Tri_R,Frontal_Inf_Orb_L,Frontal_Inf_Orb_R,Rolandic_Oper_L,Rolandic_Oper_R,Supp_Motor_Area_L,Supp_Motor_Area_R,Olfactory_L,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Sup_Medial_R,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Rectus_L,Rectus_R,Insula_L,Insula_R,Cingulum_Ant_L,Cingulum_Ant_R,Cingulum_Mid_L,Cingulum_Mid_R,Cingulum_Post_L,Cingulum_Post_R,Hippocampus_L,Hippocampus_R,ParaHippocampal_L,ParaHippocampal_R,Amygdala_L,Amygdala_R,Calcarine_L,Calcarine_R,Cuneus_L,Cuneus_R,Lingual_L,Lingual_R,Occipital_Sup_L,Occipital_Sup_R,Occipital_Mid_L,Occipital_Mid_R,Occipital_Inf_L,Occipital_Inf_R,Fusiform_L,Fusiform_R,Postcentral_L,Postcentral_R,Parietal_Sup_L,Parietal_Sup_R,Parietal_Inf_L,Parietal_Inf_R,SupraMarginal_L,SupraMarginal_R,Angular_L,Angular_R,Precuneus_L,Precuneus_R,Paracentral_Lobule_L,Paracentral_Lobule_R,Caudate_L,Caudate_R,Putamen_L,Putamen_R,Pallidum_L,Pallidum_R,Thalamus_L,Thalamus_R,Heschl_L,Heschl_R,Temporal_Sup_L,Temporal_Sup_R,Temporal_Pole_Sup_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Temporal_Mid_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Temporal_Inf_R
0.00493750402728,0.0083748001210592,0.0125227384738374,0.0144355600836773,0.0030003267495173,0.0145159622316273,0.0137966462561684,0.008497210176736,0.0089596920312734,0.0115438782246566,0.0150857062859026,0.0053532901150398,0.0,0.006314241399652,5.1397378416798545e-18,0.0144129823471949,0.0184785364179671,0.0047423062839503,0.0194101288926675,0.0200552153282483,0.00577084578379,0.022376505230061,0.00777189738145,0.0065293091786488,0.0021667717224072,0.0074263742074815,0.0044573853957732,0.0057584775791868,0.0095431724021561,0.0031320064058567,0.0042903577032957,0.0075784309985734,0.0048800620056101,0.0049252305065117,0.0096531203082037,0.0179473875440331,0.0270185551590169,0.0027156549520766,0.0079975079678367,0.0151564166955213,0.0064453774036063,0.0054645129981817,0.0081701036394954,0.041405111064516,0.0221733014557833,0.0090211412747499,0.015046939707215,0.0049196968750846,0.0235497565041408,0.0248959511780027,0.008087814454932,0.0462871583183421,0.0025826332885827,0.0242138753015254,0.0226561094132233,0.0239930168044899,0.0028488472999698,0.0023925339366515,0.0017279411764705,0.0097216181175674,0.0070750800188943,0.0037293312288399,0.0130324864411787,0.0084420980654129,0.0162554303282602,0.0122204454559215,0.0075711246169576,0.0147200610418656,0.0009530323757409,0.0067925324368976,0.0051097845410913,0.0017674158871981,0.0044176706827309,0.0027978520705284,0.0,0.0006946286472148,0.0076259783984986,0.0123010002129113,0.0160769725091198,0.007659936548353,0.0218304871114452,0.010347740147354,0.0099173323973819,0.0063239780453132,0.0149964263358161,0.0327226870073947,0.0071422219745136,0.0050524658185766,0.0247921008195449,0.0304960640485639
